last_updated,title,leilao,link,valor,lote,view
,"LOTE 67,HYUNDAI/IX35 2.0 - P*****8 - 2010 - 2011 - GASOLINA/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17693/show?page=3,"R$24.000,00",, visualizações: 1979 
,"LOTE 64,NISSAN/SENTRA 20 SL CVT - K*****4 - 2014 - 2015 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17664/show?page=3,"R$29.400,00",, visualizações: 980 
,"LOTE 65,HONDA/HR-V EX CVT - K*****3 - 2016 - 2016 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17660/show?page=3,"R$43.000,00",, visualizações: 3763 
,"LOTE 119,RENAULT/CLIO PRI 16 16VS - J*****2 - 2007 - 2007 - ALC/GAS/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17831/show?page=4,"R$4.400,00",, visualizações: 457 
,"LOTE 120,CHEVROLET/ASTRA HB 4P ADVANTAGE - D*****6 - 2006 - 2007 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17842/show?page=4,"R$6.000,00",, visualizações: 738 
,"LOTE 118,CHEVROLET/CELTA - J*****6 - 2002 - 2002 - GASOLINA","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17829/show?page=4,"R$4.000,00",, visualizações: 1159 
,"LOTE 117,FIAT/PALIO FIRE FLEX - K*****2 - 2007 - 2007 - ALC/GAS/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17828/show?page=4,"R$6.000,00",, visualizações: 996 
,"LOTE 116,CHEVROLET/CORSA SEDAN PREMIUM - L*****6 - 2008 - 2009 - ALC/GAS/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17774/show?page=4,"R$5.800,00",, visualizações: 412 
,"LOTE 114,VOLKSWAGEN/PASSAT 2.0T FSI - D*****0 - 2007 - 2007 - GASOLINA","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17769/show?page=4,"R$12.400,00",, visualizações: 968 
,"LOTE 115,PEUGEOT/BOXER UNIVIDAS A - O*****4 - 2013 - 2014 - DIESEL","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17771/show?page=4,"R$40.000,00",, visualizações: 699 
,"LOTE 113,FIAT/PALIO WEEK ELX FLEX - D*****6 - 2007 - 2007 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17900/show?page=4,"R$5.600,00",, visualizações: 163 
,"LOTE 112,CITROEN/C3 GLX 14 FLEX - E*****3 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17899/show?page=4,"R$6.000,00",, visualizações: 114 
,"LOTE 111,CHEVROLET/MERIVA JOY - M*****6 - 2007 - 2008 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17902/show?page=4,"R$8.000,00",, visualizações: 054 
,"LOTE 110,FIAT/PUNTO ELX 1.4 - M*****3 - 2008 - 2008 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17848/show?page=4,"R$9.000,00",, visualizações: 695 
,"LOTE 109,CHEVROLET/BLAZER ADVANTAGE - C*****5 - 2005 - 2005 - GASOLINA","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17847/show?page=4,"R$6.600,00",, visualizações: 501 
,"LOTE 108,FIAT/SIENA ATTRACTIV 1.4 - L*****9 - 2013 - 2014 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17901/show?page=4,"R$14.600,00",, visualizações: 107 
,"LOTE 107,VOLKSWAGEN/AMAROK CD 4X4 - N*****8 - 2011 - 2012 - DIESEL","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17846/show?page=4,"R$30.000,00",, visualizações: 1154 
,"LOTE 106,FORD/TRANSIT 350L BUS - O*****3 - 2013 - 2013 - DIESEL","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17773/show?page=4,"R$41.500,00",, visualizações: 151 
,"LOTE 105,CHEVROLET/CRUZE LT NB - L*****2 - 2012 - 2012 - ALC/GAS/GNV","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17859/show?page=4,"R$27.000,00",, visualizações: 834 
,"LOTE 104,PEUGEOT/207 HB XR - M*****5 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17839/show?page=4,"R$9.000,00",, visualizações: 335 
,"LOTE 103,CITROEN/C4 16GLX5P F - H*****0 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17775/show?page=4,"R$11.000,00",, visualizações: 982 
,"LOTE 102,CHEVROLET/CELTA 2P SPIRIT - H*****3 - 2007 - 2008 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17770/show?page=4,"R$5.200,00",, visualizações: 1090 
,"LOTE 101,VOLKSWAGEN/SAVEIRO 1.6 CS - H*****5 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17768/show?page=4,"R$12.000,00",, visualizações: 1551 
,"LOTE 99,CHEVROLET/ONIX 1.4MT LTZ - P*****6 - 2015 - 2015 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17830/show?page=4,"R$22.000,00",, visualizações: 1334 
,"LOTE 100,VOLVO/XC60 3.0T AWD - H*****2 - 2009 - 2009 - GASOLINA","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17772/show?page=4,"R$25.000,00",, visualizações: 2488 
,"LOTE 98,BMW/F 800 GS - O*****0 - 2014 - 2015 - GASOLINA","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17840/show?page=4,"R$22.000,00",, visualizações: 1306 
,"LOTE 97,HONDA/CG 160 FAN ESDI - F*****7 - 2017 - 2017 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17845/show?page=4,"R$5.600,00",, visualizações: 276 
,"LOTE 136,VOLKSWAGEN/GOL 1.0 - O*****7 - 2012 - 2013 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17850/show?page=5,"R$10.000,00",, visualizações: 935 
,"LOTE 135,FIAT/SIENA FIRE FLEX - H*****6 - 2010 - 2010 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17854/show?page=5,"R$10.000,00",, visualizações: 238 
,"LOTE 133,CHEVROLET/ASTRA HB 4P ADVANTAGE - J*****8 - 2007 - 2007 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17852/show?page=5,"R$8.000,00",, visualizações: 475 
,"LOTE 134,VOLKSWAGEN/SPACEFOX 1.6 GII - N*****7 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17853/show?page=5,"R$18.000,00",, visualizações: 421 
,"LOTE 132,KIA/SPORTAGE EX2 OFFG4 - O*****6 - 2012 - 2013 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17855/show?page=5,"R$40.000,00",, visualizações: 535 
,"LOTE 131,FORD/- CARGO 2429 L - P*****3 - 2012 - 2013 - DIESEL","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17851/show?page=5,"R$90.000,00",, visualizações: 496 
,"LOTE 130,KIA/- K2500 HD - J*****3 - 2008 - 2009 - Sucata","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17856/show?page=5,"R$2.000,00",, visualizações: 335 
,"LOTE 129,FIAT/PALIO FIRE ECONOMY - N*****0 - 2010 - 2011 - Sucata","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17857/show?page=5,"R$800,00",, visualizações: 241 
,"LOTE 128,VOLKSWAGEN/POLO 1.6 - E*****0 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17780/show?page=5,"R$14.000,00",, visualizações: 613 
,"LOTE 126,FIAT/PUNTO 1.4 - E*****6 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17898/show?page=5,"R$12.000,00",, visualizações: 239 
,"LOTE 127,FIAT/UNO VIVACE 1.0 - F*****1 - 2014 - 2014 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17779/show?page=5,"R$13.000,00",, visualizações: 766 
,"LOTE 125,MITSUBISHI/PAJERO TR4 - D*****4 - 2006 - 2007 - GASOLINA","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17897/show?page=5,"R$16.000,00",, visualizações: 475 
,"LOTE 124,RENAULT/DUSTER 20 D 4X4 - B*****0 - 2014 - 2015 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17896/show?page=5,"R$32.000,00",, visualizações: 216 
,"LOTE 123,FIAT/FIORINO IE - K*****5 - 2005 - 2006 - Sucata","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17832/show?page=5,"R$1.000,00",, visualizações: 481 
,"LOTE 122,FORD/ECOSPORT XLS 1.6L - L*****9 - 2004 - 2005 - GASOLINA/GNV","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17843/show?page=5,"R$5.400,00",, visualizações: 436 
,"LOTE 95,FIAT/SIENA FIRE FLEX - L*****7 - 2012 - 2012 - ALC/GAS/GNV","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17767/show?page=4,"R$7.000,00",, visualizações: 477 
,"LOTE 94,FIAT/STRADA WORKING - P*****0 - 2015 - 2015 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17836/show?page=4,"R$18.000,00",, visualizações: 701 
,"LOTE 121,FIAT/UNO MILLE FIRE FLEX - H*****4 - 2007 - 2008 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17841/show?page=5,"R$5.000,00",, visualizações: 1075 
,"LOTE 96,YAMAHA/- FAZER250 BLUEFLEX - P*****9 - 2016 - 2016 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17776/show?page=4,"R$5.200,00",, visualizações: 900 
,"LOTE 93,FIAT/SIENA ESSENCE 1.6 - O*****9 - 2013 - 2014 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17765/show?page=4,"R$22.200,00",, visualizações: 426 
,"LOTE 92,CITROEN/C3 EXC 16 A FLEX - H*****6 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17764/show?page=4,"R$16.200,00",, visualizações: 437 
,"LOTE 91,FIAT/SIENA TETRAFUEL 1.4 - L*****3 - 2013 - 2014 - ALC/GAS/GNV","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17763/show?page=4,"R$12.800,00",, visualizações: 315 
,"LOTE 63,TOYOTA/HILUX CD4X4 SRV - O*****2 - 2012 - 2012 - DIESEL","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17661/show?page=3,"R$46.000,00",, visualizações: 3481 
,"LOTE 61,FORD/FUSION - E*****5 - 2011 - 2011 - GASOLINA","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17663/show?page=3,"R$17.400,00",, visualizações: 2571 
,"LOTE 62,VOLKSWAGEN/AMAROK CD 4X4 HIGH - H*****1 - 2010 - 2011 - DIESEL","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17666/show?page=3,"R$32.000,00",, visualizações: 3705 
,"LOTE 35,VOLKSWAGEN/GOL 1.0 - H*****8 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17697/show?page=2,"R$9.600,00",, visualizações: 1521 
,"LOTE 34,FORD/KA FLEX - L*****2 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17700/show?page=2,"R$7.400,00",, visualizações: 677 
,"LOTE 33,CHEVROLET/MERIVA JOY - N*****8 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17699/show?page=2,"R$10.000,00",, visualizações: 284 
,"LOTE 31,FIAT/FIORINO FLEX - L*****5 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17695/show?page=2,"R$10.400,00",, visualizações: 1034 
,"LOTE 32,PEUGEOT/307 16 FX PR - K*****3 - 2010 - 2011 - ALC/GAS/GNV","14/08/2019, 20:32:29",https://www.guariglialeiloes.com.br/lote/17698/show?page=2,"R$11.600,00",, visualizações: 437 
,VOLKSWAGEN/FOX 1.6 PRIME GII - O*****5 - 2012 - 2013 - ALC/GAS,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17795/show,"R$14.000,00",, visualizações: 744 
,FORD/FIESTA FLEX - N*****3 - 2007 - 2008 - ALC/GAS,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17794/show,"R$7.000,00",, visualizações: 459 
,VOLKSWAGEN/SAVEIRO 1.6 SUPERSURF - G*****6 - 2007 - 2007 - ALC/GAS,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17793/show,"R$8.000,00",, visualizações: 627 
,CHEVROLET/ASTRA SEDAN - A*****7 - 2002 - 2003 - GASOLINA,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17792/show,"R$4.000,00",, visualizações: 704 
,FIAT/DOBLO ATTRACTIV 1.4 - P*****3 - 2015 - 2016 - ALC/GAS,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17791/show,"R$22.000,00",, visualizações: 483 
,FIAT/PALIO FIRE - J*****9 - 2004 - 2005 - GASOLINA,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17790/show,"R$5.000,00",, visualizações: 447 
,VOLKSWAGEN/FOX ROCK IN RIO - F*****7 - 2013 - 2014 - ALC/GAS,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17787/show,"R$16.000,00",, visualizações: 750 
,VOLKSWAGEN/AMAROK CD 4X4 S - N*****5 - 2013 - 2013 - DIESEL,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17788/show,"R$35.000,00",, visualizações: 1273 
,FIAT/STRADA ADVENTURE CD - N*****3 - 2012 - 2012 - ALC/GAS,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17786/show,"R$18.000,00",, visualizações: 608 
,MITSUBISHI/L200 OUTDOOR - M*****3 - 2008 - 2009 - DIESEL,"14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17782/show,"R$22.000,00",, visualizações: 1357 
,"LOTE 17,RENAULT/LOGAN EXP 16 - L*****0 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17676/show,"R$11.200,00",, visualizações: 495 
,"LOTE 18,FIAT/PALIO FIRE - F*****6 - 2016 - 2016 - ALC/GAS","14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17668/show,"R$13.000,00",, visualizações: 1103 
,"LOTE 15,PEUGEOT/408 GRIFFE THP - L*****6 - 2012 - 2013 - GASOLINA","14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17670/show,"R$13.600,00",, visualizações: 1790 
,"LOTE 16,FORD/FIESTA 1.6 FLEX - E*****7 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17674/show,"R$10.000,00",, visualizações: 1005 
,"LOTE 13,FIAT/UNO WAY 1.0 - E*****8 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17672/show,"R$10.800,00",, visualizações: 1249 
,"LOTE 14,FIAT/STILO ATTRACTIVE - K*****5 - 2010 - 2011 - ALC/GAS/GNV","14/08/2019, 20:32:30",https://www.guariglialeiloes.com.br/lote/17671/show,"R$9.600,00",, visualizações: 859 
,"LOTE 12,CHEVROLET/MONTANA CONQUEST - E*****3 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17675/show,"R$9.600,00",, visualizações: 1050 
,"LOTE 11,FIAT/UNO VIVACE 1.0 - F*****2 - 2014 - 2014 - ALC/GAS","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17677/show,"R$11.600,00",, visualizações: 1137 
,"LOTE 10,FIAT/STRADA FIRE FLEX - M*****1 - 2009 - 2009 - ALC/GAS","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17678/show,"R$8.600,00",, visualizações: 1770 
,"LOTE 8,CHERY/FACE 1.3 - L*****2 - 2011 - 2011 - GASOLINA","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17708/show,"R$6.000,00",, visualizações: 734 
,"LOTE 9,FORD/FIESTA SE - K*****5 - 2010 - 2011 - ALC/GAS/GNV","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17694/show,"R$12.800,00",, visualizações: 1984 
,"LOTE 6,CHEVROLET/COBALT 1.4 LT - O*****1 - 2013 - 2014 - ALC/GAS","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17711/show,"R$15.800,00",, visualizações: 1565 
,"LOTE 7,VOLKSWAGEN/FOX 1.6 PRIME GII - K*****5 - 2011 - 2012 - ALC/GAS/GNV","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17709/show,"R$12.800,00",, visualizações: 1246 
,"LOTE 5,VOLKSWAGEN/VOYAGE CITY MB - P*****5 - 2014 - 2015 - ALC/GAS","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17701/show,"R$18.800,00",, visualizações: 635 
,"LOTE 4,RENAULT/LOGAN EXPR 16 M - A*****2 - 2015 - 2016 - ALC/GAS/GNV","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17684/show,"R$20.200,00",, visualizações: 528 
,"LOTE 3,CHEVROLET/ONIX 1.0MT LT - P*****5 - 2016 - 2016 - ALC/GAS/GNV","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17696/show,"R$20.400,00",, visualizações: 967 
,"LOTE 2,CHEVROLET/PRISMA 1.4AT LTZ - K*****1 - 2016 - 2016 - ALC/GAS/GNV","14/08/2019, 20:32:31",https://www.guariglialeiloes.com.br/lote/17679/show,"R$25.600,00",, visualizações: 1445 
