last_updated,title,leilao,link,valor,lote,view
,"LOTE 1,BERENICE GOUSSAIN MARTINEZ",,https://www.guariglialeiloes.com.br/lote/17050/show,"R$120.715,91",, visualizações: 812 
,LAMBORGHINI/GALLARDO - A*****8 - 2005 - 2006 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17138/show,"R$240.000,00",, visualizações: 2286 
,CHEVROLET/S10 ADV FD2 - Q*****6 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17008/show,"R$48.000,00",, visualizações: 1104 
,CHEVROLET/ONIX 1.4MT LTZ - K*****9 - 2014 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17003/show,"R$25.800,00",, visualizações: 461 
,CHEVROLET/PRISMA 10MT JOYE - P*****5 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17007/show,"R$26.000,00",, visualizações: 215 
,CHEVROLET/CORSA HATCH MAXX - M*****9 - 2010 - 2011 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17004/show,"R$12.000,00",, visualizações: 307 
,CHEVROLET/PRISMA 1.0MT LT - P*****6 - 2015 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17006/show,"R$18.000,00",, visualizações: 532 
,FORD/FOCUS HC FLEX - O*****2 - 2012 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17005/show,"R$20.600,00",, visualizações: 625 
,CHEVROLET/SPIN 1.8L AT LTZ - B*****2 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16984/show,"R$42.000,00",, visualizações: 716 
,CHEVROLET/CAPTIVA SPORT 2.4 - A*****8 - 2012 - 2012 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17000/show,"R$25.000,00",, visualizações: 786 
,CHEVROLET/COBALT 18A LTZ - F*****8 - 2017 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17001/show,"R$34.000,00",, visualizações: 298 
,FORD/KA SE 1.0 SD B - I*****4 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17002/show,"R$21.000,00",, visualizações: 467 
,CHEVROLET/ONIX 1.0MT LT - O*****3 - 2014 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16997/show,"R$22.000,00",, visualizações: 349 
,CHEVROLET/ONIX 1.4MT LTZ - P*****1 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16998/show,"R$30.000,00",, visualizações: 381 
,CHEVROLET/PRISMA 1.4MT LTZ - P*****9 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16999/show,"R$34.000,00",, visualizações: 425 
,CHEVROLET/SPIN 1.8L AT LT - P*****8 - 2015 - 2016 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/16996/show,"R$30.000,00",, visualizações: 182 
,VOLKSWAGEN/GOL 1.0 - K*****3 - 2008 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16995/show,"R$10.400,00",, visualizações: 894 
,CHEVROLET/ONIX 1.4AT ACT - G*****9 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16989/show,"R$36.000,00",, visualizações: 838 
,CHEVROLET/PRISMA 10MT JOYE - L*****0 - 2017 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16993/show,"R$24.600,00",, visualizações: 277 
,CHEVROLET/SPIN 1.8L AT LTZ - I*****7 - 2013 - 2014 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16992/show,"R$28.000,00",, visualizações: 454 
,CHEVROLET/COBALT 18A ELI - G*****8 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16990/show,"R$36.000,00",, visualizações: 397 
,CHEVROLET/PRISMA 10MT JOYE - K*****0 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16994/show,"R$25.600,00",, visualizações: 244 
,CHEVROLET/PRISMA 10MT JOYE - G*****9 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16991/show,"R$25.600,00",, visualizações: 441 
,CHEVROLET/ONIX 1.4AT LT - G*****9 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16988/show,"R$30.000,00",, visualizações: 381 
,CHEVROLET/CRUZE LTZ NB AT - F*****9 - 2017 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16986/show,"R$54.000,00",, visualizações: 1228 
,FORD/FIESTA FLEX - F*****8 - 2012 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16985/show,"R$12.000,00",, visualizações: 779 
,CHEVROLET/PRISMA 10MT JOYE - G*****9 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17009/show?page=2,"R$25.600,00",, visualizações: 257 
,CHEVROLET/CAPTIVA SPORT FWD - L*****3 - 2009 - 2010 - GASOLINA/GNV,,https://www.guariglialeiloes.com.br/lote/17075/show?page=2,"R$18.800,00",, visualizações: 962 
,CHEVROLET/ONIX 1.0MT LT - G*****8 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/16987/show,"R$26.000,00",, visualizações: 681 
,RENAULT/SANDERO AUTH 10 - P*****0 - 2015 - 2016 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17074/show?page=2,"R$20.600,00",, visualizações: 262 
,PEUGEOT/308 FELINE - L*****0 - 2012 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17069/show?page=2,"R$28.000,00",, visualizações: 374 
,FIAT/PALIO FIRE ECONOMY - H*****7 - 2010 - 2011 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17072/show?page=2,"R$7.000,00",, visualizações: 690 
,FIAT/SIENA ATTRACT 1.0 - L*****2 - 2019 - 2019 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17071/show?page=2,"R$37.000,00",, visualizações: 384 
,RENAULT/LOGAN EXP 16 SCE - P*****9 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17070/show?page=2,"R$31.800,00",, visualizações: 196 
,VOLKSWAGEN/GOL 1.0 GIV - B*****7 - 2010 - 2011 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17073/show?page=2,"R$6.200,00",, visualizações: 532 
,CHEVROLET/ONIX 1.4MT LT - P*****5 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17067/show?page=2,"R$28.000,00",, visualizações: 265 
,CHEVROLET/ONIX 1.0MT LT - G*****9 - 2017 - 2018,,https://www.guariglialeiloes.com.br/lote/17068/show?page=2,"R$29.000,00",, visualizações: 226 
,CHEVROLET/S10 MID DD4A - E*****8 - 2018 - 2019 - DIESEL,,https://www.guariglialeiloes.com.br/lote/17028/show?page=2,"R$110.000,00",, visualizações: 2000 
,FORD/ECOSPORT FSL 1.6 - L*****0 - 2015 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17018/show?page=2,"R$26.000,00",, visualizações: 1387 
,CHEVROLET/PRISMA 1.0MT LT - Q*****5 - 2015 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17017/show?page=2,"R$23.400,00",, visualizações: 261 
,CHEVROLET/SONIC LT NB AT - F*****8 - 2012 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17066/show?page=2,"R$24.000,00",, visualizações: 500 
,CHEVROLET/PRISMA 1.0MT LT - L*****7 - 2014 - 2014 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17019/show?page=2,"R$22.600,00",, visualizações: 242 
,CHEVROLET/ONIX 1.0MT LT - F*****8 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17027/show?page=2,"R$25.800,00",, visualizações: 259 
,CHEVROLET/TRACKER LTZ - F*****1 - 2017 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17061/show?page=2,"R$55.500,00",, visualizações: 744 
,CHEVROLET/ONIX 10MT JOYE - Q*****7 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17026/show?page=2,"R$23.400,00",, visualizações: 148 
,RENAULT/DUSTER 16 D 4X2 - F*****0 - 2015 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17014/show?page=2,"R$25.800,00",, visualizações: 632 
,CHEVROLET/COBALT 1.4 LS - F*****8 - 2014 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17016/show?page=2,"R$20.000,00",, visualizações: 377 
,CHEVROLET/COBALT 1.4 LTZ - F*****4 - 2015 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17015/show?page=2,"R$23.000,00",, visualizações: 498 
,FIAT/PALIO FIRE ECONOM - F*****2 - 2012 - 2012 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17079/show?page=3,"R$6.400,00",, visualizações: 879 
,CHEVROLET/PRISMA 1.4MT LT - Q*****5 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17011/show?page=2,"R$31.400,00",, visualizações: 342 
,CHEVROLET/ONIX 1.0MT LS - Q*****7 - 2015 - 2016 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17010/show?page=2,"R$22.000,00",, visualizações: 460 
,CITROEN/C3 EXCL 14 FLEX - H*****5 - 2011 - 2012 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17013/show?page=2,"R$14.000,00",, visualizações: 301 
,CHEVROLET/ONIX 1.0MT LT - F*****9 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17012/show?page=2,"R$25.000,00",, visualizações: 307 
,FORD/FIESTA 1.6 FLEX - O*****9 - 2012 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17097/show?page=3,"R$12.000,00",, visualizações: 833 
,FORD/FOCUS 1.6L FC - M*****4 - 2005 - 2005 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17100/show?page=3,"R$5.000,00",, visualizações: 541 
,HYUNDAI/AZERA 3.0 V6 - F*****1 - 2011 - 2012 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17098/show?page=3,"R$32.000,00",, visualizações: 1191 
,FIAT/UNO DRIVE 1.0 - P*****4 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17099/show?page=3,"R$18.000,00",, visualizações: 605 
,FORD/FUSION - H*****4 - 2006 - 2006 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17095/show?page=3,"R$9.000,00",, visualizações: 1226 
,CHERY/CELER 1.5FLEX HB - P*****5 - 2014 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17101/show?page=3,"R$14.000,00",, visualizações: 347 
,FORD/KA FLEX - H*****9 - 2009 - 2009,,https://www.guariglialeiloes.com.br/lote/17096/show?page=3,"R$7.000,00",, visualizações: 484 
,TOYOTA/FIELDER XEI18FLEX - D*****4 - 2007 - 2008 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17092/show?page=3,"R$12.000,00",, visualizações: 887 
,HYUNDAI/HB20S 1.6M COMF - P*****8 - 2014 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17094/show?page=3,"R$24.000,00",, visualizações: 847 
,HONDA/CG 150 TITAN EX - P*****8 - 2014 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17093/show?page=3,"R$4.000,00",, visualizações: 396 
,PEUGEOT/206 14PRESENFX - L*****3 - 2006 - 2007,,https://www.guariglialeiloes.com.br/lote/17088/show?page=3,"R$4.000,00",, visualizações: 572 
,CHEVROLET/CLASSIC SPIRIT - M*****9 - 2008 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17087/show?page=3,"R$6.000,00",, visualizações: 776 
,FIAT/UNO MILLE ECONOMY - E*****2 - 2009 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17091/show?page=3,"R$7.000,00",, visualizações: 381 
,FIAT/PALIO FIRE ECONOMY - H*****9 - 2010 - 2010 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17090/show?page=3,"R$9.000,00",, visualizações: 503 
,NISSAN/VERSA 10 - G*****1 - 2017 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17083/show?page=3,"R$22.200,00",, visualizações: 399 
,VOLKSWAGEN/VOYAGE 1.6 TREND - M*****3 - 2009 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17086/show?page=3,"R$10.000,00",, visualizações: 810 
,TOYOTA/COROLLA XEI20 FLEX - E*****2 - 2012 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17080/show?page=3,"R$37.400,00",, visualizações: 635 
,MITSUBISHI/L200 SPORT 4X4 HPE - G*****4 - 2007 - 2007 - DIESEL,,https://www.guariglialeiloes.com.br/lote/17085/show?page=3,"R$18.000,00",, visualizações: 1655 
,FORD/FIESTA SEDAN1.6FLEX - D*****2 - 2006 - 2007 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17084/show?page=3,"R$10.000,00",, visualizações: 260 
,FIAT/STRADA WORKING - P*****6 - 2015 - 2015 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17082/show?page=3,"R$20.200,00",, visualizações: 365 
,FIAT/BRAVO BLACKMOTION - P*****9 - 2015 - 2016 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17078/show?page=3,"R$31.600,00",, visualizações: 429 
,RENAULT/SANDERO EXP1016V - O*****6 - 2013 - 2014 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/17081/show?page=3,"R$13.400,00",, visualizações: 340 
,VOLKSWAGEN/GOL 1.0 - D*****6 - 2006 - 2007 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17106/show?page=4,"R$6.000,00",, visualizações: 589 
,CHEVROLET/CORSA HATCH PREMIUM - K*****2 - 2008 - 2008 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17104/show?page=4,"R$4.000,00",, visualizações: 895 
,HYUNDAI/I30 2.0 - K*****0 - 2009 - 2010 - GASOLINA/GNV,,https://www.guariglialeiloes.com.br/lote/17077/show?page=3,"R$18.600,00",, visualizações: 660 
,HONDA/ACCORD EX V6 - E*****5 - 2008 - 2008 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17076/show?page=3,"R$23.000,00",, visualizações: 600 
,VOLKSWAGEN/GOLF 1.6 SPORTLINE - E*****8 - 2011 - 2012 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17103/show?page=4,"R$20.000,00",, visualizações: 1064 
,HONDA/CIVIC LXS FLEX - K*****6 - 2007 - 2007 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/17130/show?page=4,"R$18.000,00",, visualizações: 726 
,CHEVROLET/CORSA HATCH MAXX - H*****0 - 2010 - 2011 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17107/show?page=4,"R$9.000,00",, visualizações: 362 
,FORD/RANGER XLT 12A - L*****2 - 2008 - 2008 - GASOLINA/GNV,,https://www.guariglialeiloes.com.br/lote/17125/show?page=4,"R$12.000,00",, visualizações: 1038 
,CHEVROLET/COBALT 18A LTZ - I*****4 - 2018 - 2018 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/17129/show?page=4,"R$32.000,00",, visualizações: 435 
,CHEVROLET/BLAZER ADVANTAGE - D*****9 - 2007 - 2008 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17126/show?page=4,"R$7.000,00",, visualizações: 627 
,NISSAN/TIIDA 1.8 S - K*****0 - 2008 - 2008 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17122/show?page=4,"R$9.000,00",, visualizações: 566 
,CHERY/FACE 1.3 - L*****2 - 2011 - 2012 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17124/show?page=4,"R$7.000,00",, visualizações: 570 
,HONDA/BIZ 125 - B*****8 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17127/show?page=4,"R$5.000,00",, visualizações: 427 
,YAMAHA/YS 250 FAZER BLUEFLEX - P*****1 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17128/show?page=4,"R$5.000,00",, visualizações: 374 
,TOYOTA/COROLLA GLI18FLEX - K*****2 - 2010 - 2011 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17123/show?page=4,"R$25.000,00",, visualizações: 819 
,FORD/FOCUS 2.0L HA - H*****8 - 2009 - 2009 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17121/show?page=4,"R$12.000,00",, visualizações: 659 
,VOLKSWAGEN/GOL 1.0 - H*****4 - 2008 - 2008 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17118/show?page=4,"R$7.000,00",, visualizações: 682 
,YAMAHA/- YBR150 FACTOR ED - K*****8 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17117/show?page=4,"R$5.000,00",, visualizações: 302 
,VOLKSWAGEN/GOL 1.0 - D*****6 - 2009 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17119/show?page=4,"R$9.000,00",, visualizações: 689 
,FIAT/PALIO ELX FLEX - K*****4 - 2008 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17116/show?page=4,"R$9.000,00",, visualizações: 617 
,FIAT/UNO MILLE FIRE FLEX - H*****5 - 2008 - 2008 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17115/show?page=4,"R$6.000,00",, visualizações: 604 
,HYUNDAI/IX35 2.0 - E*****6 - 2010 - 2011 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17114/show?page=4,"R$28.000,00",, visualizações: 1027 
,PEUGEOT/207 ESCAPADE - E*****6 - 2009 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17112/show?page=4,"R$8.000,00",, visualizações: 541 
,KIA/SPORTAGE EX2 OFFG4 - O*****6 - 2012 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17156/show?page=5,"R$46.200,00",, visualizações: 570 
,RENAULT/FLUENCE PRI20A - O*****3 - 2013 - 2013 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17158/show?page=5,"R$22.600,00",, visualizações: 365 
,CHEVROLET/ONIX 1.0MT LT - Q*****6 - 2018 - 2019 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17152/show?page=5,"R$30.000,00",, visualizações: 199 
,HYUNDAI/HB20 1.0M COMFOR - F*****3 - 2014 - 2014 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17154/show?page=5,"R$18.600,00",, visualizações: 391 
,CHEVROLET/ONIX 1.0MT LT - G*****8 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17153/show?page=5,"R$28.000,00",, visualizações: 203 
,VOLVO/NL-10 340 - B*****1 - 1991 - 1991 - DIESEL,,https://www.guariglialeiloes.com.br/lote/17157/show?page=5,"R$11.500,00",, visualizações: 378 
,VOLKSWAGEN/GOL 1.0 - H*****4 - 2010 - 2011 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17155/show?page=5,"R$9.200,00",, visualizações: 411 
,CHEVROLET/ONIX 1.0 MT LT - F*****4 - 2018 - 2018 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17151/show?page=5,"R$28.000,00",, visualizações: 192 
,FORD/FIESTA SEDAN1.6FLEX - I*****6 - 2013 - 2014 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17150/show?page=5,"R$14.000,00",, visualizações: 464 
,CHEVROLET/ONIX 1.0MT LT - F*****9 - 2018 - 2019 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17149/show?page=5,"R$30.000,00",, visualizações: 355 
,FIAT/FREEMONT PREC AT6 - O*****0 - 2013 - 2014 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17146/show?page=5,"R$32.000,00",, visualizações: 552 
,CHEVROLET/ASTRA SEDAN ELEGANCE - E*****7 - 2008 - 2009 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17145/show?page=5,"R$9.000,00",, visualizações: 481 
,KIA/SOUL EX 1.6 FFF MT - N*****1 - 2011 - 2012 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17143/show?page=5,"R$16.000,00",, visualizações: 525 
,CHEVROLET/MERIVA JOY - M*****6 - 2007 - 2008 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17147/show?page=5,"R$10.000,00",, visualizações: 252 
,PEUGEOT/206 SW16 ESCA FX - H*****4 - 2007 - 2008 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17148/show?page=5,"R$8.000,00",, visualizações: 221 
,CITROEN/C3 AIRCROSS GLXA - O*****7 - 2013 - 2014 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17142/show?page=5,"R$20.000,00",, visualizações: 527 
,HONDA/CIVIC LXS FLEX - L*****7 - 2008 - 2008,,https://www.guariglialeiloes.com.br/lote/17135/show?page=5,"R$16.000,00",, visualizações: 1140 
,CHEVROLET/VECTRA SD EXPRESSION - K*****7 - 2009 - 2009 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/17140/show?page=5,"R$8.000,00",, visualizações: 350 
,CITROEN/C4 PALLAS20EXA - K*****5 - 2008 - 2008 - GASOLINA/GNV,,https://www.guariglialeiloes.com.br/lote/17133/show?page=5,"R$8.000,00",, visualizações: 584 
,SMART/FORTWO CO 52 MHD - K*****9 - 2012 - 2013,,https://www.guariglialeiloes.com.br/lote/17134/show?page=5,"R$18.000,00",, visualizações: 1430 
,CHEVROLET/COBALT 1.4 LTZ - O*****0 - 2012 - 2012 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17136/show?page=5,"R$18.000,00",, visualizações: 480 
,FIAT/SIENA 1.4 TETRAFUEL - E*****9 - 2011 - 2012 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/17141/show?page=5,"R$10.000,00",, visualizações: 435 
,RENAULT/LOGAN EXP 16 SCE - P*****7 - 2017 - 2018,,https://www.guariglialeiloes.com.br/lote/17137/show?page=5,"R$22.000,00",, visualizações: 247 
,FIAT/PALIO FIRE FLEX - H*****6 - 2008 - 2008 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/17131/show?page=5,"R$7.000,00",, visualizações: 639 
,FIAT/SIENA ESSENCE 1.6 - O*****6 - 2013 - 2014 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17110/show?page=4,"R$18.000,00",, visualizações: 632 
,RENAULT/SANDERO AUTH 10 - P*****6 - 2016 - 2017 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17108/show?page=4,"R$18.000,00",, visualizações: 414 
,CITROEN/C4 16GLX5P F - H*****0 - 2011 - 2012 - ALC/GAS,,https://www.guariglialeiloes.com.br/lote/17111/show?page=4,"R$12.000,00",, visualizações: 630 
,RENAULT/SCENIC PRI 2016V - D*****4 - 2007 - 2007 - GASOLINA,,https://www.guariglialeiloes.com.br/lote/17109/show?page=4,"R$6.000,00",, visualizações: 506 
,VOLKSWAGEN/GOL 1.0 GIV - H*****2 - 2008 - 2009 - ALC/GAS/GNV,,https://www.guariglialeiloes.com.br/lote/17132/show?page=5,"R$7.000,00",, visualizações: 434 
